# Registry: Charleston Road Registry Inc.
# Script: Jpan
# Version: 2.0
# Effective Date: 17-04-2023
# URL: https://www.iana.org/domains/idn-tables/tables/google_jpan_2.0.txt
# Policy: https://www.registry.google/about/policies/domainabuse/
# Contact Name: CRR Tech
# Email address: crr-tech@google.com
# Telephone: +1 (650) 253-0000
#
# Code points requiring context rules
#
# Code point                        Description of rule/Reference
#
# U+002D                            Label must neither start nor end with U+002D. Label
#    HYPHEN-MINUS                   must not have U+002D in both third and fourth
#                                   position. RFC 5891 (sec 4.2.3.1)
#

U+002D                         # HYPHEN-MINUS
U+972A                         # G, H, J, KP, K, -, T, -, V, II
U+9730                         # G, H, J, KP, K, -, T, -, -, II
U+9732                         # G, H, J, KP, K, -, T, -, V, II
U+9739                         # G, H, J, KP, K, -, T, -, -, II
U+973D                         # G, H, J, KP, K, -, T, -, -, II
U+973E                         # G, H, J, KP, K, -, T, -, -, II
U+9742                         # G, H, J, KP, K, -, T, -, V, II
U+9744                         # G, H, J, KP, K, -, T, -, -, II
U+9746                         # G, H, J, KP, K, -, T, -, -, II
U+9749                         # G, H, J, KP, K, -, T, -, -, II
U+9752                         # G, H, J, KP, -, -, T, -, V, II
U+9756                         # G, H, J, KP, K, -, T, -, -, II
U+9759                         # G, -, J, KP, K, -, T, -, -, II
U+975E                         # G, H, J, KP, K, -, T, -, V, II
U+9760                         # G, H, J, KP, K, -, T, -, V, II
U+9761                         # G, H, J, KP, K, -, T, -, V, II
U+9762                         # G, H, J, KP, K, -, T, -, V, II
U+9764                         # G, -, J, KP, K, -, T, -, -, --
U+9766                         # G, H, J, KP, K, -, T, -, -, II
U+9768                         # G, H, J, KP, K, -, T, -, -, II
U+9769                         # G, H, J, KP, K, -, T, -, -, II
U+976B                         # G, -, J, KP, K, -, T, -, -, II
U+976D                         # G, H, J, KP, K, -, T, -, -, II
U+9774                         # G, H, J, KP, K, -, T, -, -, II
U+9779                         # G, -, J, --, K, -, T, -, -, --
U+977A                         # G, H, J, KP, K, -, T, -, -, II
U+977C                         # G, H, J, KP, K, -, T, -, -, II
U+9781                         # G, H, J, KP, K, -, T, -, -, --
U+9784                         # G, H, J, KP, K, -, T, -, -, II
U+9785                         # G, H, J, KP, K, -, T, -, V, II
U+9786                         # G, -, J, --, K, -, -, -, -, II
U+978B                         # G, H, J, KP, K, -, T, -, V, II
U+978D                         # G, H, J, KP, K, -, T, -, V, II
U+978F                         # G, H, J, KP, K, -, T, -, V, II
U+9790                         # G, -, J, --, -, -, -, -, -, --
U+9798                         # G, H, J, KP, K, -, T, -, -, II
U+979C                         # G, H, J, KP, K, -, T, -, -, II
U+97A0                         # G, H, J, KP, K, -, T, -, V, II
U+97A3                         # G, H, J, KP, K, -, T, -, -, II
U+97A8                         # G, H, J, KP, K, -, T, -, -, II
U+97AB                         # G, H, J, KP, K, -, T, -, -, II
U+97AD                         # G, H, J, KP, K, -, T, -, -, II
U+97B3                         # G, H, J, KP, K, -, T, -, -, --
U+97B4                         # G, H, J, KP, K, -, T, -, -, --
U+97C3                         # G, H, J, KP, K, -, T, -, -, II
U+97CB                         # G, H, J, KP, K, -, T, -, -, II
U+97D3                         # G, H, J, KP, K, -, T, -, V, II
U+97DC                         # G, H, J, KP, K, -, T, -, V, II
U+97ED                         # G, H, J, KP, K, -, T, -, -, II
U+97F2                         # G, H, J, KP, K, -, T, -, -, --
U+97F3                         # G, H, J, KP, K, -, T, -, V, II
U+97F5                         # G, H, J, KP, K, -, T, -, V, II
U+97F6                         # G, H, J, KP, K, -, T, -, V, II
U+97FF                         # G, H, J, KP, K, -, T, -, V, II
U+9801                         # G, H, J, KP, K, -, T, -, -, II
U+9802                         # G, H, J, KP, K, -, T, -, V, II
U+9803                         # G, H, J, KP, K, -, T, -, V, II
U+9805                         # G, H, J, KP, K, -, T, -, V, II
U+9806                         # G, H, J, KP, K, -, T, -, V, II
U+9808                         # G, H, J, KP, K, -, T, -, V, II
U+980C                         # G, H, J, KP, K, -, T, -, V, II
U+980F                         # G, H, J, KP, K, -, T, -, -, --
U+9810                         # G, H, J, KP, K, -, T, -, V, II
U+9811                         # G, H, J, KP, K, -, T, -, V, II
U+9812                         # G, H, J, KP, K, -, T, -, V, II
U+9813                         # G, H, J, KP, K, -, T, -, V, II
U+9817                         # G, H, J, KP, K, -, T, -, V, II
U+9818                         # G, H, J, KP, K, -, T, -, V, II
U+981A                         # G, -, J, KP, -, -, T, -, -, II
U+9821                         # G, H, J, KP, K, -, T, -, V, II
U+9824                         # G, H, J, KP, K, -, T, -, -, II
U+982C                         # G, -, J, --, -, -, -, -, -, II
U+982D                         # G, H, J, KP, K, -, T, -, V, II
U+9837                         # G, H, J, KP, K, -, T, -, V, II
U+983B                         # G, H, J, KP, K, -, T, -, -, II
U+983C                         # G, -, J, KP, K, -, T, -, -, II
U+983D                         # G, -, J, --, -, -, T, -, -, II
U+9846                         # G, H, J, KP, K, -, T, -, V, II
U+984C                         # G, H, J, KP, K, -, T, -, V, II
U+984D                         # G, H, J, KP, K, -, T, -, V, II
U+984E                         # G, H, J, KP, K, -, T, -, -, II
U+984F                         # G, H, J, KP, K, -, T, -, -, II
U+9855                         # G, -, J, KP, K, -, T, -, -, II
U+985B                         # G, H, J, --, -, -, T, -, V, II
U+985E                         # G, H, J, KP, K, -, T, -, V, II
U+9867                         # G, H, J, KP, K, -, T, -, V, II
U+986B                         # G, H, J, KP, K, -, T, -, -, II
U+9870                         # G, H, J, KP, K, -, T, -, -, II
U+9871                         # G, H, J, KP, K, -, T, -, -, II
U+9873                         # G, H, J, KP, K, -, T, -, -, II
U+9874                         # G, H, J, KP, K, -, T, -, -, II
U+98A8                         # G, H, J, KP, K, -, T, -, V, II
U+98AA                         # G, -, J, --, K, -, -, -, -, --
U+98AF                         # G, H, J, KP, K, -, T, -, V, II
U+98B6                         # G, H, J, KP, K, -, T, -, -, II
U+98C3                         # G, H, J, KP, K, -, T, -, -, --
U+98C6                         # G, H, J, KP, K, -, T, -, -, II
U+98DB                         # G, H, J, KP, K, -, T, -, V, II
U+98DF                         # G, H, J, KP, K, -, T, -, V, II
U+98E2                         # G, H, J, KP, K, -, T, -, V, II
U+98E9                         # G, H, J, KP, K, -, T, -, -, II
U+98EB                         # G, H, J, KP, K, -, T, -, -, --
U+98ED                         # G, H, J, KP, K, -, T, -, V, II
U+98EE                         # G, -, J, KP, K, -, -, -, -, II
U+98EF                         # G, H, J, KP, K, -, T, -, -, II
U+98F4                         # G, H, J, KP, K, -, T, -, -, II
U+98FC                         # G, H, J, KP, K, -, T, -, -, II
U+98FD                         # G, H, J, KP, K, -, T, -, -, II
U+98FE                         # G, H, J, KP, K, -, T, -, V, II
U+9903                         # G, H, J, KP, K, -, T, -, -, II
U+9905                         # G, H, J, KP, K, -, T, -, V, II
U+9909                         # G, H, J, KP, K, -, T, -, -, II
U+990A                         # G, H, J, KP, K, -, T, -, V, II
U+990C                         # G, H, J, KP, K, -, T, -, -, II
U+9912                         # G, H, J, KP, K, -, T, -, V, II
U+9913                         # G, H, J, KP, K, -, T, -, -, II
U+9914                         # G, H, J, KP, K, -, T, -, -, --
U+991E                         # G, H, J, KP, K, -, T, -, V, II
U+9921                         # G, H, J, KP, K, -, T, -, -, II
U+9924                         # G, H, J, KP, K, -, T, -, -, --
U+992E                         # G, H, J, KP, K, -, T, -, -, II
U+993D                         # G, H, J, KP, K, -, T, -, -, II
U+993E                         # G, H, J, KP, K, -, T, -, -, II
U+9942                         # G, H, J, --, K, -, T, -, -, --
U+9945                         # G, H, J, KP, K, -, T, -, -, II
U+9949                         # G, H, J, KP, K, -, T, -, -, II
U+994C                         # G, H, J, KP, K, -, T, -, V, II
U+9950                         # G, H, J, KP, K, -, T, -, V, --
U+9952                         # G, H, J, KP, K, -, T, -, V, II
U+9955                         # G, H, J, KP, K, -, T, -, -, II
U+9957                         # G, H, J, KP, K, -, T, -, -, II
U+9996                         # G, H, J, KP, K, -, T, -, V, II
U+9997                         # G, H, J, KP, K, -, T, -, -, II
U+9998                         # G, H, J, KP, K, -, T, -, -, --
U+9999                         # G, H, J, KP, K, -, T, -, V, II
U+99A5                         # G, H, J, KP, K, -, T, -, V, II
U+99A8                         # G, H, J, KP, K, -, T, -, V, II
U+99AC                         # G, H, J, KP, K, -, T, -, V, II
U+99AD                         # G, H, J, KP, K, -, T, -, V, II
U+99AE                         # G, H, J, KP, K, -, T, -, -, II
U+99B3                         # G, H, J, KP, K, -, T, -, -, II
U+99B4                         # G, H, J, KP, K, -, T, -, V, II
U+99BC                         # G, H, J, KP, K, -, T, -, -, --
U+99C1                         # G, H, J, KP, K, -, T, -, V, II
U+99C4                         # G, H, J, KP, K, -, T, -, -, II
U+99C5                         # G, H, J, KP, K, -, -, -, -, II
U+99C6                         # G, -, J, KP, K, -, T, -, -, II
U+99D0                         # G, H, J, KP, K, -, T, -, V, II
U+99D1                         # G, H, J, KP, K, -, T, -, -, II
U+99D2                         # G, H, J, KP, K, -, T, -, V, II
U+99D5                         # G, H, J, KP, K, -, T, -, V, II
U+99D8                         # G, H, J, KP, K, -, T, -, -, II
U+99DB                         # G, H, J, KP, K, -, T, -, -, II
U+99DD                         # G, H, J, KP, K, -, T, -, V, II
U+99DF                         # G, H, J, KP, K, -, T, -, V, II
U+99E2                         # G, H, J, KP, K, -, T, -, V, II
U+99ED                         # G, H, J, KP, K, -, T, -, V, II
U+99F1                         # G, H, J, KP, K, -, T, -, -, II
U+99F2                         # G, -, J, --, -, -, -, -, -, --
U+99F8                         # G, H, J, --, K, -, T, -, V, II
U+99FB                         # G, H, J, --, K, -, T, -, -, --
U+99FF                         # G, H, J, KP, K, -, T, -, V, II
U+9A01                         # G, H, J, KP, K, -, T, -, -, II
U+9A05                         # G, H, J, KP, K, -, T, -, V, II
U+9A0E                         # G, H, J, KP, K, -, T, -, V, II
U+9A0F                         # G, H, J, KP, K, -, T, -, -, II
U+9A12                         # G, -, J, KP, -, -, -, -, -, II
U+9A13                         # G, -, J, KP, K, -, -, -, -, II
U+9A19                         # G, H, J, KP, K, -, T, -, V, II
U+9A28                         # G, -, J, --, -, -, -, -, -, II
U+9A2B                         # G, H, J, KP, K, -, T, -, -, II
U+9A30                         # G, H, J, KP, K, -, T, -, V, II
U+9A3E                         # G, H, J, KP, K, -, T, -, V, II
U+9A40                         # G, H, J, KP, K, -, T, -, -, II
U+9A42                         # G, H, J, KP, K, -, T, -, -, --
U+9A43                         # G, H, J, KP, K, -, T, -, -, II
U+9A4D                         # G, H, J, KP, K, -, T, -, -, II
U+9A55                         # G, H, J, KP, K, -, T, -, V, II
U+9A5A                         # G, H, J, KP, K, -, T, -, V, II
U+9A5F                         # G, H, J, KP, K, -, T, -, V, II
U+9A62                         # G, H, J, KP, K, -, T, -, V, II
U+9A64                         # G, H, J, KP, K, -, T, -, -, II
U+9A65                         # G, H, J, KP, K, -, T, -, -, II
U+9A6A                         # G, H, J, KP, K, -, T, -, -, II
U+9A6B                         # G, H, J, KP, K, -, T, -, -, II
U+9AA8                         # G, H, J, KP, K, -, T, -, V, II
U+9AAD                         # G, H, J, KP, K, -, T, -, -, --
U+9AB0                         # G, H, J, KP, K, -, T, -, -, II
U+9AB8                         # G, H, J, KP, K, -, T, -, V, II
U+9ABC                         # G, H, J, KP, K, -, T, -, -, II
U+9AC0                         # G, H, J, KP, K, -, T, -, V, II
U+9ACF                         # G, H, J, KP, K, -, T, -, -, II
U+9AD1                         # G, H, J, KP, K, -, T, -, -, II
U+9AD8                         # G, H, J, KP, K, -, T, -, V, II
U+9ADE                         # G, -, J, KP, K, -, T, -, -, --
U+9ADF                         # G, H, J, KP, K, -, T, -, -, --
U+9AE2                         # G, H, J, KP, K, -, T, -, -, --
U+9AE6                         # G, H, J, KP, K, -, T, -, V, II
U+9AEB                         # G, H, J, KP, K, -, T, -, -, --
U+9AED                         # G, H, J, KP, K, -, T, -, -, II
U+9AEF                         # G, H, J, KP, K, -, T, -, V, II
U+9AF1                         # G, H, J, KP, K, -, T, -, -, --
U+9AF7                         # G, H, J, KP, K, -, T, -, -, II
U+9AFB                         # G, H, J, KP, K, -, T, -, -, II
U+9B18                         # G, H, J, KP, K, -, T, -, -, II
U+9B1F                         # G, H, J, KP, K, -, T, -, -, II
U+9B22                         # G, H, J, KP, K, -, T, -, -, II
U+9B23                         # G, H, J, KP, K, -, T, -, -, II
U+9B29                         # G, H, J, KP, K, -, T, -, V, II
U+9B2E                         # G, H, J, KP, K, -, T, -, -, II
U+9B2F                         # G, H, J, KP, K, -, T, -, -, II
U+9B32                         # G, H, J, KP, K, -, T, -, -, II
U+9B3C                         # G, H, J, KP, K, -, T, -, V, II
U+9B41                         # G, H, J, KP, K, -, T, -, V, II
U+9B42                         # G, H, J, KP, K, -, T, -, V, II
U+9B43                         # G, H, J, KP, K, -, T, -, -, II
U+9B44                         # G, H, J, KP, K, -, T, -, V, II
U+9B45                         # G, H, J, KP, K, -, T, -, -, II
U+9B4D                         # G, H, J, KP, K, -, T, -, -, II
U+9B4E                         # G, H, J, KP, K, -, T, -, -, II
U+9B4F                         # G, H, J, KP, K, -, T, -, V, II
U+9B51                         # G, H, J, KP, K, -, T, -, -, II
U+9B54                         # G, H, J, KP, K, -, T, -, V, II
U+9B58                         # G, H, J, KP, K, -, T, -, -, II
